Price,Location,id,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Motor Hacmi,Motor Gücü,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Düz,Otomatik,Yarı Otomatik,Benzin,Dizel,LPG & Benzin,Coupe,Hatchback/3,Hatchback/5,MPV,Sedan,Station wagon,4WD (Sürekli),Önden Çekiş,-,Takasa Uygun,Takasa Uygun Değil,Galeriden,Sahibinden,Yetkili Bayiden
228000,BURDUR ,20633914,28 Temmuz 2022,Renault,Megane,1.5 dCi Extreme,2007,274000,1461,80,4.6,60,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
119500,KARABÜK ,20634697,28 Temmuz 2022,Renault,Clio,1.4 RNA,2000,248000,1390,75,7.1,50,"1 değişen, 7 boyalı",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
328500,KOCAELİ ,20634087,28 Temmuz 2022,Renault,Fluence,1.5 dCi Touch Plus,2013,202000,1461,110,4.4,60,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
56000,ANTALYA ,20634702,28 Temmuz 2022,Renault,R 9,1.6 Fairway,1994,200000,1565,92,0.0,47,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
338000,ANKARA ,20634734,28 Temmuz 2022,Renault,Fluence,1.5 dCi Touch,2016,170500,1461,90,4.5,60,"1 değişen, 1 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
73000,GAZİANTEP ,20633077,28 Temmuz 2022,Renault,R 19,1.6 Europa RT,1995,263000,1598,90,0.0,55,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
215000,İSTANBUL ,20634121,28 Temmuz 2022,Renault,Clio,1.5 dCi Authentique,2007,210000,1461,65,5.0,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
87500,BURSA ,20174693,28 Temmuz 2022,Renault,R 9,1.4 Broadway RN,1997,303000,1390,83,0.0,47,1 değişen,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
265000,ŞANLIURFA ,19425015,28 Temmuz 2022,Renault,Fluence,1.5 dCi Extreme,2011,209000,1461,85,4.5,60,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
230000,ANKARA ,20634477,28 Temmuz 2022,Renault,Megane,1.6 Extreme,2009,237000,1598,110,6.8,60,"3 değişen, 1 boyalı",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
265000,SAKARYA ,20634595,28 Temmuz 2022,Renault,Fluence,1.6 Dynamique,2012,170000,1598,110,6.7,60,"1 değişen, 4 boyalı",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
133000,KAHRAMANMARAŞ ,20632317,28 Temmuz 2022,Renault,Clio,1.4 RNA,2001,335000,1390,75,7.1,50,"2 değişen, 11 boyalı",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
345000,UŞAK ,20630313,28 Temmuz 2022,Renault,Megane,1.5 dCi Sport Tourer Privilege,2011,264311,1461,105,4.5,60,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
265000,ERZİNCAN ,20634049,28 Temmuz 2022,Renault,Megane,1.6 Dynamique,2004,200000,1598,115,7.7,60,Belirtilmemiş,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
420500,ADANA ,20634466,28 Temmuz 2022,Renault,Megane,1.6 Joy,2018,23786,1598,115,6.3,49,1 değişen,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
397500,İSTANBUL ,20634455,28 Temmuz 2022,Renault,Clio,1.5 dCi SportTourer Icon,2018,91000,1461,90,3.7,45,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
370000,İSTANBUL ,20632879,28 Temmuz 2022,Renault,Clio,1.2 Joy,2015,62000,1197,120,5.2,45,"3 değişen, 2 boyalı",0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
255000,ŞANLIURFA ,20125794,28 Temmuz 2022,Renault,Symbol,1.5 dCi Touch,2015,264000,1461,90,3.9,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
517000,MERSİN ,19762934,28 Temmuz 2022,Renault,Megane,1.5 dCi Touch,2018,128000,1461,110,3.8,49,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
395000,ZONGULDAK ,20634353,28 Temmuz 2022,Renault,Clio,1.5 dCi Icon,2017,93000,1461,90,3.6,45,Tamamı orjinal,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
285000,GAZİANTEP ,20577509,28 Temmuz 2022,Renault,Fluence,1.5 dCi Joy,2013,196000,1461,90,4.5,60,1 değişen,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
169000,GAZİANTEP ,20027748,28 Temmuz 2022,Renault,Megane,1.5 dCi Authentique,2009,235000,1461,105,4.9,60,"2 değişen, 6 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
156500,DÜZCE ,20633646,28 Temmuz 2022,Renault,R 19,1.6 Europa iE,2000,188000,1598,90,0.0,0,1 değişen,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
255000,DÜZCE ,20628624,28 Temmuz 2022,Renault,Megane,1.6 Dynamique,2005,181000,1598,115,6.9,60,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
178000,KOCAELİ ,20634280,28 Temmuz 2022,Renault,Megane,1.6 Dynamique,2005,304000,1598,115,6.8,60,Tamamı orjinal,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
365000,KOCAELİ ,20634241,28 Temmuz 2022,Renault,Clio,1.5 dCi Touch,2017,51000,1461,90,3.7,45,"1 değişen, 2 boyalı",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
212000,BURSA ,19752711,28 Temmuz 2022,Renault,Symbol,1.4 Authentique,2009,115000,1390,75,7.1,50,"1 değişen, 2 boyalı",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
196500,KONYA ,20630371,28 Temmuz 2022,Renault,Megane,1.5 dCi Dynamique,2006,250000,1461,80,4.6,60,3 boyalı,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
308000,RİZE ,19977490,28 Temmuz 2022,Renault,Symbol,1.5 dCi Joy,2016,79000,1461,90,3.9,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
880000,SAKARYA ,20634135,28 Temmuz 2022,Renault,Megane,1.5 Blue DCI Icon,2022,0,1461,115,4.2,49,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
262500,BURSA ,20633922,28 Temmuz 2022,Renault,Symbol,1.5 dCi Joy,2013,134250,1461,90,3.9,50,2 boyalı,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
175000,İSTANBUL ,20040588,28 Temmuz 2022,Renault,Megane,1.4 RTA,2001,153000,1390,95,6.6,60,1 değişen,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
343000,ANKARA ,20633823,28 Temmuz 2022,Renault,Fluence,1.5 dCi Touch,2016,145000,1461,90,4.5,60,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
94000,HATAY ,20629522,28 Temmuz 2022,Renault,R 12,Toros,1998,100000,1397,72,0.0,0,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
270000,ADANA ,20633643,28 Temmuz 2022,Renault,Symbol,1.4 Expression,2011,115000,1390,75,7.1,50,Tamamı orjinal,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
395000,İSTANBUL ,20630732,28 Temmuz 2022,Renault,Clio,1.5 dCi Icon,2015,185000,1461,90,3.7,45,3 boyalı,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
449900,BARTIN ,20581219,28 Temmuz 2022,Renault,Fluence,1.5 dCi Icon,2016,81000,1461,110,4.6,60,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
285500,ADANA ,20633688,28 Temmuz 2022,Renault,Fluence,1.5 dCi Privilege,2012,224000,1461,110,4.4,60,"1 değişen, 5 boyalı",0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
180000,KONYA ,20191655,28 Temmuz 2022,Renault,Megane,1.5 dCi Authentique,2007,290000,1461,105,4.9,60,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
359000,KOCAELİ ,20633943,28 Temmuz 2022,Renault,Clio,1.0 SCe Joy,2021,4000,999,72,4.9,42,Tamamı orjinal,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
54500,BURSA ,20616508,28 Temmuz 2022,Renault,R 9,1.4 Spring,1993,330000,1390,72,0.0,47,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
79000,AMASYA ,20633861,28 Temmuz 2022,Renault,R 12,Toros,1993,250000,1397,72,0.0,0,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
315000,GAZİANTEP ,20633526,28 Temmuz 2022,Renault,Clio,1.5 dCi Icon,2014,131000,1461,90,3.6,45,2 boyalı,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
275000,ZONGULDAK ,20557755,28 Temmuz 2022,Renault,Clio,1.5 dCi Joy,2015,136000,1461,75,3.6,45,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
150000,İSTANBUL ,20631844,28 Temmuz 2022,Renault,Megane,1.4 Authentique,2005,232000,1390,95,6.6,60,10 boyalı,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
155000,GAZİANTEP ,20629284,28 Temmuz 2022,Renault,Clio,1.2 Authentique,2004,248000,1149,75,5.9,55,Tamamı orjinal,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
465000,İSTANBUL ,20630285,28 Temmuz 2022,Renault,Megane,1.6 Joy,2019,20000,1598,115,6.3,49,"2 değişen, 2 boyalı",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
319750,ANKARA ,20633753,28 Temmuz 2022,Renault,Megane,1.5 dCi Joy,2013,173000,1461,110,4.4,60,2 boyalı,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
467000,AYDIN ,20405777,28 Temmuz 2022,Renault,Megane,1.3 Tce Joy,2020,19000,1332,140,5.5,50,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
260000,HATAY ,20423799,28 Temmuz 2022,Renault,Clio,1.2 Touch,2012,145000,1149,75,5.5,45,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
118000,AFYONKARAHİSAR ,20255724,28 Temmuz 2022,Renault,Megane,1.6 RTE,1999,300000,1598,107,7.0,60,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
328500,İSTANBUL ,20633381,28 Temmuz 2022,Renault,Clio,1.5 dCi Touch,2018,140000,1461,90,3.6,45,"1 değişen, 3 boyalı",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
565000,SİİRT ,20632492,28 Temmuz 2022,Renault,Fluence,1.5 dCi Icon,2016,115000,1461,110,4.6,60,1 değişen,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
375000,KOCAELİ ,20631574,28 Temmuz 2022,Renault,Clio,0.9 TCe Joy,2020,12400,898,90,5.0,45,Tamamı orjinal,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
295000,İSTANBUL ,20631126,28 Temmuz 2022,Renault,Fluence,1.5 dCi Joy,2013,168200,1461,90,4.5,60,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
250000,GAZİANTEP ,20629517,28 Temmuz 2022,Renault,Latitude,1.5 dCi Expression,2012,245000,1461,110,5.0,66,"1 değişen, 2 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
503000,BURSA ,20629099,28 Temmuz 2022,Renault,Megane,1.3 Tce Joy,2020,35555,1332,140,5.5,50,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
155000,TEKİRDAĞ ,20150076,28 Temmuz 2022,Renault,Clio,1.2 Authentique,2004,220000,1149,75,5.9,55,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
320000,ANKARA ,20633307,28 Temmuz 2022,Renault,Fluence,1.5 dCi Extreme,2012,191251,1461,110,4.4,60,3 boyalı,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
250000,KIRIKKALE ,20630961,28 Temmuz 2022,Renault,Fluence,1.5 dCi Extreme,2012,312000,1461,110,4.4,60,"1 değişen, 4 boyalı",0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
215000,HATAY ,20630666,28 Temmuz 2022,Renault,Symbol,1.5 dCi Touch,2015,230000,1461,90,3.9,50,"1 değişen, 4 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
78000,ŞANLIURFA ,20632891,28 Temmuz 2022,Renault,R 9,1.4 Broadway,1994,242638,1390,83,0.0,47,2 boyalı,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
285000,ADIYAMAN ,20629869,28 Temmuz 2022,Renault,Latitude,1.5 dCi Privilege,2011,206000,1461,110,5.0,66,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
335000,BURSA ,20629463,28 Temmuz 2022,Renault,Laguna,1.5 dCi Privilege,2010,240000,1461,110,4.9,66,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
168000,AFYONKARAHİSAR ,20633229,28 Temmuz 2022,Renault,Clio,1.4 RXT,2003,228000,1390,98,6.7,50,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
319000,İSTANBUL ,20631224,28 Temmuz 2022,Renault,Clio,1.5 dCi Joy,2016,77800,1461,75,3.6,45,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
375000,İSTANBUL ,20629977,28 Temmuz 2022,Renault,Clio,0.9 TCe Touch,2020,7900,898,90,5.0,45,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
156000,İSTANBUL ,20628682,28 Temmuz 2022,Renault,Clio,1.5 dCi Authentique,2005,211700,1461,65,4.7,50,"1 değişen, 8 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
76250,TOKAT ,20125567,28 Temmuz 2022,Renault,R 19,1.6 Europa RT,1996,296000,1598,90,0.0,55,"2 değişen, 9 boyalı",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
467000,İSTANBUL ,19076252,28 Temmuz 2022,Renault,Clio,1.5 dCi Icon,2018,102000,1461,90,3.7,45,Tamamı orjinal,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
339000,BURSA ,19032454,28 Temmuz 2022,Renault,Clio,1.2 Joy,2019,83000,1149,75,5.5,45,Tamamı orjinal,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
86750,ADANA ,20633459,28 Temmuz 2022,Renault,Megane,2.0 RXT,1998,340000,1998,115,8.4,60,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
92000,İSTANBUL ,20632775,28 Temmuz 2022,Renault,Laguna,2.0 RXE,1997,374000,1998,115,0.0,66,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
320000,ADANA ,20630668,28 Temmuz 2022,Renault,Fluence,1.5 dCi Touch,2014,210000,1461,110,4.4,60,1 boyalı,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
76500,ÇORUM ,20421954,28 Temmuz 2022,Renault,R 9,1.4 Spring,1995,300000,1390,72,0.0,47,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
315000,İZMİR ,20631853,28 Temmuz 2022,Renault,Clio,1.5 dCi Joy,2016,163000,1461,75,3.6,45,Tamamı orjinal,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
339750,BOLU ,20463017,28 Temmuz 2022,Renault,Clio,1.2 Icon,2016,59000,1149,75,5.5,45,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
339500,YALOVA ,20633002,28 Temmuz 2022,Renault,Fluence,1.5 dCi Touch,2015,145000,1461,90,4.5,60,4 boyalı,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
137000,ÇORUM ,20630211,28 Temmuz 2022,Renault,Clio,1.5 dCi Authentique,2004,245000,1461,65,4.9,55,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
484750,BOLU ,20361165,28 Temmuz 2022,Renault,Clio,1.0 TCe Touch,2021,4900,999,100,5.0,42,Tamamı orjinal,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
294750,BOLU ,20351680,28 Temmuz 2022,Renault,Symbol,1.0 SCe Joy,2019,56000,998,75,5.4,50,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
68750,BOLU ,20351292,28 Temmuz 2022,Renault,R 9,1.6 Fairway,1993,298000,1565,92,0.0,47,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
377000,ANTALYA ,20633147,28 Temmuz 2022,Renault,Clio,1.5 dCi Touch,2016,145000,1461,90,3.7,45,Belirtilmemiş,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
453000,SAMSUN ,20633349,28 Temmuz 2022,Renault,Megane,1.5 dCi Joy,2016,150000,1461,110,3.8,49,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
302500,BARTIN ,20633297,28 Temmuz 2022,Renault,Symbol,1.5 dCi Joy,2022,75030,1461,95,3.9,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
372000,İZMİR ,20632820,28 Temmuz 2022,Renault,Clio,0.9 TCe Touch,2019,47000,898,90,5.0,45,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
535000,BURSA ,20632530,28 Temmuz 2022,Renault,Clio,1.0 TCe Icon,2020,20450,999,100,5.0,42,Tamamı orjinal,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
318250,İSTANBUL ,20630583,28 Temmuz 2022,Renault,Fluence,1.5 dCi Icon,2012,231000,1461,110,4.4,60,2 değişen,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
222000,GAZİANTEP ,20629644,28 Temmuz 2022,Renault,Megane,1.5 dCi Dynamique,2004,259870,1461,100,4.5,60,Belirtilmemiş,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
300000,KIRŞEHİR ,20630724,28 Temmuz 2022,Renault,Fluence,1.6 Privilege,2011,183000,1598,110,6.5,60,2 boyalı,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
160000,KARS ,20633180,28 Temmuz 2022,Renault,Laguna,1.6 RXE,2002,262624,1598,107,7.5,66,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
65500,ANKARA ,20628906,28 Temmuz 2022,Renault,R 9,1.4 Broadway GTE,1992,287000,1390,83,0.0,47,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
186000,KONYA ,20633032,28 Temmuz 2022,Renault,Megane,1.6 Dynamique,2005,235000,1598,115,6.9,60,"3 değişen, 9 boyalı",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
145000,GAZİANTEP ,20626243,28 Temmuz 2022,Renault,Symbol,1.5 dCi Authentique,2008,290000,1461,65,4.5,50,"2 değişen, 4 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
105000,GAZİANTEP ,20626238,28 Temmuz 2022,Renault,Megane,1.6,1998,285000,1598,90,7.2,60,"2 değişen, 8 boyalı",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
335000,KAYSERİ ,20633196,28 Temmuz 2022,Renault,Symbol,1.5 dCi Joy,2017,73000,1461,90,3.9,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
255000,MERSİN ,20373218,28 Temmuz 2022,Renault,Megane,1.5 dCi Privilege,2007,160000,1461,100,4.6,60,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
38500,MERSİN ,20245128,28 Temmuz 2022,Renault,R 12,TX,1987,150000,1397,72,0.0,0,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
785000,MERSİN ,19990229,28 Temmuz 2022,Renault,Megane,1.5 Blue DCI Icon,2019,100000,1461,115,4.2,49,Tamamı orjinal,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
85000,MERSİN ,19933712,28 Temmuz 2022,Renault,R 12,Toros,1997,150000,1397,72,0.0,0,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
76000,MERSİN ,19675622,28 Temmuz 2022,Renault,R 12,Toros,1992,150000,1397,72,0.0,0,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
365000,MERSİN ,19287817,28 Temmuz 2022,Renault,Clio,1.5 dCi Touch,2016,183000,1461,90,3.6,45,Tamamı orjinal,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
46000,MERSİN ,19158021,28 Temmuz 2022,Renault,R 12,TSW,1986,150000,1397,72,0.0,0,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
229000,İSTANBUL ,20632396,28 Temmuz 2022,Renault,Fluence,1.5 dCi Business,2012,186000,1461,85,4.5,60,"4 değişen, 4 boyalı",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
186000,OSMANİYE ,19743315,28 Temmuz 2022,Renault,Clio,1.4 RXT,2001,257000,1390,98,6.7,50,"2 değişen, 11 boyalı",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
127000,ANKARA ,20631025,28 Temmuz 2022,Renault,Megane,1.6 RTE,1999,212340,1598,90,7.2,60,"2 değişen, 3 boyalı",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
387000,MUĞLA ,20631013,28 Temmuz 2022,Renault,Clio,1.5 dCi SportTourer Joy,2017,47164,1461,75,3.6,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
550000,ADIYAMAN ,20629637,28 Temmuz 2022,Renault,Megane,1.5 dCi Touch,2018,56000,1461,110,3.8,49,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
170000,ORDU ,18839901,28 Temmuz 2022,Renault,Megane,1.6 Dynamique,2004,320000,1598,115,6.8,60,"3 değişen, 9 boyalı",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
555000,SAMSUN ,20629602,28 Temmuz 2022,Renault,Clio,1.0 TCe Touch,2021,8700,999,90,5.0,42,Tamamı orjinal,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
170000,GAZİANTEP ,20630174,28 Temmuz 2022,Renault,Clio,1.5 dCi Alize,2006,232000,1461,65,5.0,50,5 boyalı,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
170000,KONYA ,19238900,28 Temmuz 2022,Renault,Megane,1.5 dCi Authentique,2004,410000,1461,80,4.6,60,1 değişen,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
79000,AFYONKARAHİSAR ,20038122,28 Temmuz 2022,Renault,R 19,1.4 Europa RN,1997,250000,1397,55,0.0,0,2 boyalı,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
82500,KOCAELİ ,20629087,28 Temmuz 2022,Renault,R 19,1.6 Europa RT,1995,194500,1598,90,0.0,55,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
390000,İSTANBUL ,20632798,28 Temmuz 2022,Renault,Clio,1.5 dCi Icon,2015,85000,1461,90,3.7,45,2 boyalı,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
334000,İSTANBUL ,20631127,28 Temmuz 2022,Renault,Clio,0.9 TCe Joy,2019,48000,898,90,5.0,45,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
253000,İSTANBUL ,20632422,28 Temmuz 2022,Renault,Megane,1.5 dCi Sport Tourer Expression,2011,170500,1461,85,4.5,60,"1 değişen, 5 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
470000,ÇANAKKALE ,20630765,28 Temmuz 2022,Renault,Megane,1.3 Tce Joy,2020,21600,1332,140,5.5,50,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
229999,BURSA ,20629763,28 Temmuz 2022,Renault,Clio,1.2 Expression,2009,133700,1149,75,5.9,55,2 boyalı,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
415000,İZMİR ,20196406,28 Temmuz 2022,Renault,Clio,1.5 dCi Icon,2017,170000,1461,90,3.7,45,1 boyalı,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
225000,YALOVA ,20630714,28 Temmuz 2022,Renault,Megane,1.6 Dynamique,2004,268000,1598,115,7.7,60,"2 değişen, 3 boyalı",0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
260000,GAZİANTEP ,20632788,28 Temmuz 2022,Renault,Fluence,1.5 dCi Extreme,2010,290000,1461,85,4.5,60,5 boyalı,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
