Price,Location,id,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Motor Hacmi,Motor Gücü,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Düz,Otomatik,Yarı Otomatik,Benzin,Dizel,LPG & Benzin,-,Hatchback/3,Hatchback/5,MPV,SUV,Sedan,Station wagon,Önden Çekiş,-,Takasa Uygun,Takasa Uygun Değil,Galeriden,Sahibinden,Yetkili Bayiden
150000,YALOVA ,20348094,27 Temmuz 2022,Fiat,Marea,1.6 ELX,2000,188000,1581,103,8.3,63,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
175000,ADANA ,20410244,27 Temmuz 2022,Fiat,Linea,1.6 Multijet Active Plus,2011,249500,1598,105,5.0,45,10 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
297000,MERSİN ,20300796,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Urban,2015,102000,1248,95,4.9,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
140000,KÜTAHYA ,19753847,27 Temmuz 2022,Fiat,Albea,1.2 EL,2004,205000,1242,80,7.0,47,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
169000,ANKARA ,20630315,27 Temmuz 2022,Fiat,Punto,Grande 1.4 Fire Active,2008,255000,1368,77,5.9,45,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
289500,KOCAELİ ,20630426,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2016,121000,1248,95,4.1,45,4 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
310000,İZMİR ,20630294,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2016,146300,1248,95,4.1,45,"1 değişen, 1 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
117000,BURSA ,20630013,27 Temmuz 2022,Fiat,Palio,1.4 EL,1998,163000,1368,77,6.1,51,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
157500,ANKARA ,20064236,27 Temmuz 2022,Fiat,Albea,1.2 Active,2005,245000,1242,80,7.0,47,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
316500,İSTANBUL ,16414711,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2017,107500,1248,95,4.1,45,3 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
165000,İZMİR ,20629221,27 Temmuz 2022,Fiat,Palio,1.3 Multijet Active,2007,273000,1248,70,4.6,51,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
62500,SİVAS ,20629243,27 Temmuz 2022,Fiat,Tempra,1.6 SX A,1993,180000,1581,90,0.0,65,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
136500,İZMİR ,20629234,27 Temmuz 2022,Fiat,Palio,1.4 Fire Active Sole,2008,280000,1368,77,6.1,51,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
354000,ANKARA ,20589640,27 Temmuz 2022,Fiat,Egea,1.4 Fire Lounge Plus,2016,99000,1368,95,5.7,50,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
334000,ANKARA ,20582735,27 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2019,73000,1368,95,5.7,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
354000,ANKARA ,20581175,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Urban,2016,85000,1248,95,4.1,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
368000,ANKARA ,20574232,27 Temmuz 2022,Fiat,Egea,1.4 Fire Urban,2018,44000,1368,95,5.7,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
364000,ANKARA ,20564466,27 Temmuz 2022,Fiat,Egea,1.4 Fire Lounge Plus,2017,66000,1368,95,5.7,50,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
218000,ANKARA ,20564353,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Actual Plus,2014,152000,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
238000,ANKARA ,20564329,27 Temmuz 2022,Fiat,Punto,1.4 Easy S&S,2013,93000,1368,77,5.7,45,Belirtilmemiş,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
109500,İZMİR ,20629144,27 Temmuz 2022,Fiat,Albea,1.2 EL,2004,205000,1242,80,7.0,47,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
230000,ADANA ,19774782,27 Temmuz 2022,Fiat,Bravo,1.6 Mjet Dynamic Plus,2011,160500,1598,105,4.9,58,"1 değişen, 7 boyalı",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
66850,ELAZIĞ ,20628969,27 Temmuz 2022,Fiat,Tempra,1.6 SX A,1994,58000,1581,90,0.0,65,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
235000,ANTALYA ,20628798,27 Temmuz 2022,Fiat,Punto,Grande 1.4 Fire Dynamic,2008,144700,1368,77,6.1,45,6 boyalı,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
455000,KASTAMONU ,19754094,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Urban Plus,2020,16800,1248,95,4.1,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
397500,İSTANBUL ,20175291,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2020,24000,1248,95,4.1,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
189750,MERSİN ,20404042,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2011,245000,1248,90,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
397500,HATAY ,20628635,27 Temmuz 2022,Fiat,Egea,1.4 Fire Urban,2021,25000,1368,95,6.6,50,1 boyalı,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
222500,İSTANBUL ,20628563,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Easy,2013,244500,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
225000,ANKARA ,20628604,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2011,211000,1248,90,4.9,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
425000,ANKARA ,20628490,27 Temmuz 2022,Fiat,Egea,1.4 Fire Lounge,2021,9800,1368,95,6.4,45,1 değişen,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
140000,TRABZON ,20165846,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2015,700000,1248,95,4.9,45,"1 değişen, 12 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
205000,ŞANLIURFA ,20619737,27 Temmuz 2022,Fiat,Punto,EVO 1.3 Multijet Active,2011,257000,1248,75,4.1,45,2 değişen,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
235000,İSTANBUL ,20355842,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2014,125000,1248,95,4.9,45,"1 değişen, 2 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
385000,ANTALYA ,20627587,27 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2021,12017,1368,95,6.4,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
425000,ANTALYA ,20627583,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2020,30140,1248,95,4.1,45,1 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
120000,ANKARA ,20628138,27 Temmuz 2022,Fiat,Palio,1.4 EL,2000,238000,1368,77,6.1,51,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
248000,TEKİRDAĞ ,20628404,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2015,130000,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
234000,ANTALYA ,20628073,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Dynamic Plus,2010,164900,1248,90,4.9,45,Tamamı orjinal,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
155000,İSTANBUL ,20525074,27 Temmuz 2022,Fiat,Albea,Sole 1.3 Multijet Premio,2011,220000,1248,70,4.7,48,"2 değişen, 7 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
195000,İSTANBUL ,19506436,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2013,168000,1248,95,4.9,45,"3 değişen, 8 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
365000,ORDU ,20628074,27 Temmuz 2022,Fiat,Egea,1.4 Fire Urban Plus,2020,26000,1368,95,5.7,50,1 değişen,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
450000,ANTALYA ,20627578,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2020,4500,1248,95,4.1,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
168900,İZMİR ,20628126,27 Temmuz 2022,Fiat,Palio,1.3 Multijet Dynamic Sole,2008,225555,1248,70,4.6,51,"1 değişen, 3 boyalı",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
387500,MERSİN ,20628118,27 Temmuz 2022,Fiat,Egea,1.6 Multijet Comfort,2017,129900,1598,120,3.9,45,Tamamı orjinal,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
435000,ANTALYA ,20627571,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2020,30116,1248,95,4.1,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
400000,ANTALYA ,20627552,27 Temmuz 2022,Fiat,Egea,1.6 Multijet Easy,2019,117600,1598,120,3.9,45,1 boyalı,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
164750,MERSİN ,20627987,27 Temmuz 2022,Fiat,Punto,Grande 1.3 Multijet Active,2006,240000,1248,75,4.5,45,"3 değişen, 1 boyalı",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
65000,KONYA ,20627896,27 Temmuz 2022,Fiat,Uno,70 SX,1997,317800,1372,71,0.0,42,Tamamı boyalı,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
145000,ANKARA ,20627847,27 Temmuz 2022,Fiat,Palio,1.6 HL,1998,203000,1581,100,8.3,51,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
352500,NİĞDE ,20627800,27 Temmuz 2022,Fiat,Egea,1.4 Fire Urban,2016,52800,1368,95,5.7,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
346500,İZMİR ,20627737,27 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2019,21500,1368,95,5.7,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
149000,TOKAT ,20623215,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2015,355000,1248,95,4.9,45,Tamamı boyalı,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
130000,ÇANAKKALE ,20627695,27 Temmuz 2022,Fiat,Albea,Sole 1.3 Multijet Dynamic Plus,2012,800000,1248,70,4.7,48,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
352000,ANKARA ,20627657,27 Temmuz 2022,Fiat,Egea,1.4 Fire Urban Plus,2019,58000,1368,95,5.7,45,"1 değişen, 1 boyalı",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
364900,İZMİR ,20627740,27 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2021,30625,1368,95,5.7,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
253000,MANİSA ,20627666,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Urban,2012,159100,1248,95,4.9,45,"1 değişen, 7 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
440750,İSTANBUL ,20420175,27 Temmuz 2022,Fiat,Egea,1.6 Multijet Urban Plus,2020,46850,1598,120,4.2,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
450750,İSTANBUL ,20420117,27 Temmuz 2022,Fiat,Egea,1.6 Multijet Urban Plus,2020,46000,1598,120,4.2,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
375000,İSTANBUL ,20627572,27 Temmuz 2022,Fiat,Egea,1.4 Fire Urban Plus,2020,26500,1368,95,5.7,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
275000,ELAZIĞ ,20627482,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2015,123000,1248,95,4.9,45,1 değişen,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
315000,İZMİR ,20627098,27 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2019,45000,1368,95,5.7,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
287000,ANKARA ,20626935,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Urban,2012,134000,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
408000,TOKAT ,20627171,27 Temmuz 2022,Fiat,Egea,1.6 E-Torq Urban,2017,81000,1598,110,6.3,45,1 boyalı,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
297000,İSTANBUL ,20194430,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Urban,2013,95000,1248,95,4.9,45,"1 değişen, 1 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
240000,ANKARA ,20626799,27 Temmuz 2022,Fiat,Punto,1.3 Multijet Pop,2013,150000,1248,75,4.2,45,2 boyalı,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
175000,İSTANBUL ,20626272,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2012,156000,1248,90,4.9,45,"1 değişen, 8 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
336900,ANKARA ,20627046,27 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2019,24000,1368,95,5.7,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
80000,GAZİANTEP ,20512297,27 Temmuz 2022,Fiat,Tipo,1.6 SX,1998,242727,1581,75,0.0,55,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
160000,SİİRT ,20626514,27 Temmuz 2022,Fiat,Punto,Grande 1.4 Fire Fun,2009,169000,1368,77,5.9,45,"3 değişen, 8 boyalı",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
244000,MALATYA ,20626992,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2013,174500,1248,95,4.9,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
239500,MERSİN ,20627058,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2012,165000,1248,90,4.9,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
180000,KIRKLARELİ ,20626098,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2010,282000,1248,90,4.9,45,"1 değişen, 9 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
115000,KOCAELİ ,20626585,27 Temmuz 2022,Fiat,Siena,1.6 HL,1999,232000,1580,101,0.0,51,3 boyalı,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
200000,SAKARYA ,19262234,27 Temmuz 2022,Fiat,Punto,Grande 1.3 Multijet Dynamic,2007,379000,1248,90,4.6,45,"1 değişen, 2 boyalı",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
148000,ZONGULDAK ,20626961,27 Temmuz 2022,Fiat,Albea,Sole 1.4 Fire Premio Plus,2011,129000,1368,77,6.2,48,"2 değişen, 9 boyalı",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
210000,MALATYA ,20626946,27 Temmuz 2022,Fiat,Punto,EVO 1.4 Dynamic,2011,188000,1368,77,5.9,45,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
106000,BARTIN ,20626635,27 Temmuz 2022,Fiat,Palio,1.6 HL,1999,276000,1581,100,8.3,51,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
200000,İSTANBUL ,20624349,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Actual,2012,272000,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
72500,SAMSUN ,20626349,27 Temmuz 2022,Fiat,Albea,1.3 Multijet Active,2004,330000,1248,70,4.7,48,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
350000,İSTANBUL ,20625668,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2016,102000,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
120000,KAYSERİ ,20625749,27 Temmuz 2022,Fiat,Albea,1.2 HL,2002,280000,1242,80,7.0,47,"3 değişen, 2 boyalı",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
355000,İSTANBUL ,20625099,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Urban,2017,86000,1248,95,4.1,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
380000,İZMİR ,20626557,27 Temmuz 2022,Fiat,Egea,1.6 Multijet Comfort,2017,84000,1598,120,3.9,45,Belirtilmemiş,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
380000,ANKARA ,20626825,27 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2022,0,1368,95,6.4,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
430000,İSTANBUL ,20626621,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Urban Plus,2019,67600,1248,95,4.1,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
258750,GAZİANTEP ,20625747,27 Temmuz 2022,Fiat,Linea,1.4 Fire Actual Plus,2015,51500,1368,77,6.3,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
205000,İSTANBUL ,20625579,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2015,190000,1248,95,4.9,45,"2 değişen, 1 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
72500,VAN ,20550026,27 Temmuz 2022,Fiat,Tipo,1.6 S,1995,280000,1581,75,0.0,55,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
329900,İZMİR ,20087710,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2018,140000,1248,95,4.1,45,2 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
290000,KONYA ,20600375,27 Temmuz 2022,Fiat,500 Ailesi,500L 1.3 Mjet Panoramic Edition,2013,100000,1248,85,4.2,50,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
336000,ANKARA ,20626299,27 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2019,31000,1368,95,5.7,45,Tamamı orjinal,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
275900,İSTANBUL ,20574322,27 Temmuz 2022,Fiat,500 Ailesi,500 1.2 Pop,2009,120000,1242,69,5.1,35,Belirtilmemiş,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
248000,ANKARA ,18395067,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2012,184000,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
319900,İZMİR ,20626588,27 Temmuz 2022,Fiat,Egea,1.6 Multijet Urban Plus,2016,162000,1598,120,3.7,50,2 boyalı,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
607500,İSTANBUL ,20626515,27 Temmuz 2022,Fiat,Egea,1.6 Multijet Easy,2022,0,1598,130,4.4,50,Tamamı orjinal,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
270000,ANKARA ,20626082,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2015,126200,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
312000,İSTANBUL ,20626502,27 Temmuz 2022,Fiat,Egea,1.4 Fire Easy,2019,23000,1368,95,5.7,45,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
298000,YOZGAT ,15086000,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2015,178000,1248,95,4.1,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
235750,MUĞLA ,20438129,27 Temmuz 2022,Fiat,Punto,1.2 Pop,2013,97000,1242,69,5.2,45,4 boyalı,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
318750,MUĞLA ,20282826,27 Temmuz 2022,Fiat,Bravo,1.6 Mjet Sport,2013,86000,1598,120,4.6,58,"1 değişen, 6 boyalı",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
430000,SİNOP ,20626170,27 Temmuz 2022,Fiat,Egea,1.6 Multijet Lounge,2017,74500,1598,120,4.2,45,Tamamı orjinal,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
264000,ANKARA ,20545526,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Pop,2015,172000,1248,95,4.9,45,Belirtilmemiş,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
390900,HATAY ,20625907,27 Temmuz 2022,Fiat,Egea,1.4 Fire Urban,2021,15000,1368,95,6.6,50,Tamamı orjinal,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
185000,YALOVA ,20625072,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2010,240000,1248,90,4.9,45,"2 değişen, 8 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
75000,SİNOP ,20625473,27 Temmuz 2022,Fiat,Tempra,1.6 SX,1995,202000,1581,75,0.0,65,Belirtilmemiş,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
383000,BURSA ,20625876,27 Temmuz 2022,Fiat,Egea,1.3 Multijet Easy,2019,62000,1248,95,4.1,45,1 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
190990,ADANA ,20592013,27 Temmuz 2022,Fiat,Linea,1.4 Fire Active Plus,2012,228000,1368,77,6.3,45,"2 değişen, 1 boyalı",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
198500,BOLU ,20449543,27 Temmuz 2022,Fiat,Linea,1.6 Multijet Dynamic Plus,2011,218000,1598,105,5.0,45,"3 değişen, 3 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
217000,BOLU ,20449102,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Actual Plus,2015,202000,1248,95,4.9,45,3 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
136000,DİYARBAKIR ,20625509,27 Temmuz 2022,Fiat,Albea,1.2 Active,2005,164000,1242,80,7.0,47,3 boyalı,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
227000,İZMİR ,20626113,27 Temmuz 2022,Fiat,Punto,1.4 Pop S&S,2012,170000,1368,77,5.7,45,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
167500,TRABZON ,20625814,27 Temmuz 2022,Fiat,Albea,1.3 Multijet Active,2006,156000,1248,70,4.7,48,10 boyalı,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
205000,MERSİN ,20625810,27 Temmuz 2022,Fiat,Palio,1.4 Fire Dynamic Sole,2010,83352,1368,77,6.1,51,1 değişen,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
115000,ANKARA ,20625595,27 Temmuz 2022,Fiat,Palio,1.4 EL,2001,228000,1368,77,6.1,51,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
160000,SİNOP ,20624549,27 Temmuz 2022,Fiat,Palio,1.3 Multijet Dynamic Sole,2009,265000,1248,70,4.6,51,Belirtilmemiş,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
215000,İSTANBUL ,20625442,27 Temmuz 2022,Fiat,Linea,1.3 Multijet Active Plus,2012,147000,1248,95,4.9,45,"1 değişen, 6 boyalı",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
142000,TEKİRDAĞ ,20625167,27 Temmuz 2022,Fiat,Palio,1.2 Active,2005,289000,1242,81,7.2,51,3 boyalı,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
429500,BURSA ,20625269,27 Temmuz 2022,Fiat,Egea,1.0 Firefly Urban,2021,6000,999,100,5.3,50,Belirtilmemiş,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
80000,AKSARAY ,18803481,27 Temmuz 2022,Fiat,Uno,1.4 ie SX,1997,228000,1372,71,0.0,42,Belirtilmemiş,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
